"OBJECTID_1","OBJECTID","CodigoProv","Texto","Nombre1","Nombre2","Fecha","FechaNormalizada","CasosConfirmados","Fallecidos","Altas","CCAA","NombreCCAA","Shape__Area","Shape__Length","Recuperados","HoraActualizacion","AltasDomiciliarias","Infectados","Hospitalizados","EnDomicilio","Ingresos","UCI","CasosConfirmadosEnSanitarios","CasosPosibles","Fuente","NuevoCasos","Notas","GlobalID","CreationDate","Creator","EditDate","Editor","TipoFuente","Habitantes"
"4564","13","13","Ciudad Real","null","null","1589399100000","05/14/2020 02:00:01","6414","1048","null","8","Castilla-La Mancha","32786265219.4421","1159918.20094657","1996","1589414401000","null","null","137","null","null","null","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/17-nuevos-casos-confirmados-444-hospitalizados-y-17-fallecidos","5","no se facilita el nº UCI por provincia","d5801e62-abd2-4a5e-b9f7-5ac4bb3b133b","1589472216180","hhkaos_hubcovid","1590482996568","lauluol1","DatoOficial","495761"
"4565","14","14","Córdoba","null","null","1589406300000","05/14/2020 02:00:01","1656","105","null","1","Andalucía","22209274302.7295","933246.404021297","1308","1589457600000","null","null","549","null","null","74","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/236054.html","24","null","f48d714d-e60b-4390-b96b-9c82a91ce985","1589472216180","hhkaos_hubcovid","1589494397795","Laura_geovoluntaria","DatoOficial","782979"
"4566","15","15","Coruña, A","null","null","1589355000000","05/14/2020 02:00:01","1016","236","null","12","Galicia","14932068954.1079","1237469.9321263","null","1589450400000","null","null","null","null","null","null","null","null","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idNova=10421&idioma=ga","null","CC: Fuente Oficial, Fallecidos --> https://afondo.farodevigo.es/galicia/el-mapa-del-coronavirus-en-galicia.html","28500a15-5087-4d26-bc12-3673847344f3","1589472216180","hhkaos_hubcovid","1590236812051","scarrascov","DatosHibridos","1119596"
"4567","16","16","Cuenca","null","null","1589399100000","05/14/2020 02:00:01","1214","304","null","8","Castilla-La Mancha","29155941925.6608","947414.037079268","591","1589414401000","null","null","15","null","null","null","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/17-nuevos-casos-confirmados-444-hospitalizados-y-17-fallecidos","2","no se facilita el nº UCI por provincia","ed81581e-11dd-4e09-9b08-73e1a407244b","1589472216180","hhkaos_hubcovid","1590482998957","lauluol1","DatoOficial","196329"
"4568","17","17","Girona","null","null","1589403600000","05/14/2020 02:00:01","6095","719","25","9","Cataluña","10750512244.9896","868204.066558087","null","1589403600000","null","null","null","null","null","null","null","22768","https://govern.cat/salapremsa/notes-premsa/385166/comunicat-del-departament-salut","40","null","49372057-41a2-43e5-9f32-60020bd06628","1589472216180","hhkaos_hubcovid","1589924269977","Javi_Gonzalez","DatoOficial","771044"
"4569","18","18","Granada","null","null","1589406300000","05/14/2020 02:00:01","2965","275","null","1","Andalucía","20027459992.5612","832776.813843409","2412","1589457600000","null","null","1183","null","null","132","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/236054.html","-1","null","68cbf29a-2b3b-422e-bb20-a2ecd627e0ee","1589472216180","hhkaos_hubcovid","1589494791569","Laura_geovoluntaria","DatoOficial","914678"
"4570","19","19","Guadalajara","null","null","1589399100000","05/14/2020 02:00:01","1255","249","null","8","Castilla-La Mancha","21342453477.4424","1014990.58280066","365","1589414401000","null","null","41","null","null","null","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/17-nuevos-casos-confirmados-444-hospitalizados-y-17-fallecidos","3","no se facilita el nº UCI por provincia","f95f6114-5903-4ddc-a5a9-8827061fbe66","1589472216180","hhkaos_hubcovid","1590483002093","lauluol1","DatoOficial","257762"
"4571","20","20","Gipuzkoa","null","null","1589367600000","05/14/2020 02:00:01","3116","283","10","16","País Vasco","3757070367.26361","384948.138311604","null","1589454000000","null","null","66","null","null","7","null","null","https://www.irekia.euskadi.eus/es/news/61749-actualizacion-datos-covid-euskadi , http://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/13_mayo_Boletin.pdf","5","null","8aaf9188-81b4-4b3d-a800-9607c2d18255","1589472216180","hhkaos_hubcovid","1589555835828","Cris-Aguera","DatoOficial","723576"
"4572","21","21","Huelva","null","null","1589406300000","05/14/2020 02:00:01","510","48","null","1","Andalucía","16155956867.01","749398.555465288","328","1589457600000","null","null","219","null","null","30","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/236054.html","0","null","959aee05-0cdc-43be-b22c-b8dc6efe9467","1589472216180","hhkaos_hubcovid","1589494904273","Laura_geovoluntaria","DatoOficial","521870"
"4573","22","22","Huesca","null","null","1589399100000","05/14/2020 02:00:01","1061","99","null","2","Aragón","28522680120.9316","1026402.56184289","439","1589414401000","null","523","null","null","0","null","98","null","https://opendata.aragon.es/datos/catalogo/dataset/publicaciones-y-anuncios-relacionados-con-el-coronavirus-en-aragon","18","null","70ce6c1f-bcbf-44ed-9aee-4a91530eb500","1589472216180","hhkaos_hubcovid","1590089252967","maria.96","DatoOficial","220461"
"4574","23","23","Jaén","null","null","1589406300000","05/14/2020 02:00:01","1724","170","null","1","Andalucía","21782269554.2683","773271.743628527","1103","1589457600000","null","null","749","null","null","83","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/236054.html","35","null","60667f07-8e46-4043-a831-6bdf58c564c3","1589472216180","hhkaos_hubcovid","1589495080674","Laura_geovoluntaria","DatoOficial","633564"
"4575","24","24","León","null","null","1589455800000","05/14/2020 02:00:01","3526","401","13","7","Castilla y León","28795543279.7217","1066905.31430645","null","1589414401000","null","1550","46","null","null","14","309","9934","Consejería de Sanidad. Junta de Castilla y León.","12","null","b3f8e9c9-f1d5-4147-8108-4c567603832f","1589472216180","hhkaos_hubcovid","1589542226250","alvarospm_covid19","DatoOficial","460001"
"4576","25","25","Lleida","null","null","1589403600000","05/14/2020 02:00:01","2395","232","13","9","Cataluña","22094457592.206","1062933.84050084","null","1589403600000","null","null","null","null","null","null","null","8372","https://govern.cat/salapremsa/notes-premsa/385166/comunicat-del-departament-salut","6","null","236830aa-f776-4d7d-b1b1-1b40dbd941f2","1589472216180","hhkaos_hubcovid","1589923741037","Javi_Gonzalez","null","434930"
"4577","26","26","Rioja, La","null","null","1589399100000","05/14/2020 02:00:01","4014","348","null","17","La Rioja","9221774931.44031","737060.190838516","2867","1589414401000","null","799","46","null","null","8","21","null","https://actualidad.larioja.org/coronavirus","null","El dato de sanitarios se actualiza semanalmente 13/5","a48a1c24-caff-44b3-a618-f2cc5c8f1ccc","1589472216180","hhkaos_hubcovid","1590170304148","Laura_geovoluntaria","DatoOficial","316798"
"4578","27","27","Lugo","null","null","1589395500000","05/14/2020 02:00:01","117","26","null","12","Galicia","18445649986.3218","851633.558935258","null","1589450400000","null","null","null","null","null","null","null","null","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idNova=10421&idioma=ga","null","CC: Fuente Oficial, Fallecidos --> https://afondo.farodevigo.es/galicia/el-mapa-del-coronavirus-en-galicia.html","bf1f69f5-095a-44ff-931c-d5c7c688f788","1589472216180","hhkaos_hubcovid","1590257791098","scarrascov","DatosHibridos","329587"
"4579","28","28","Madrid","null","null","1589399100000","05/14/2020 02:00:01","71273","8779","null","13","Comunidad de Madrid","13903799376.4905","907493.4230326","40199","1589482800000","null","null","41962","null","null","3564","null","null","https://cnecovid.isciii.es/covid19/#documentaci%C3%B3n-y-datos","null","Casos Confirmados (Open Data Comunidadad Madrid) = 64063","11adcdd2-54e9-4670-a48c-972d6b700f8b","1589472216180","hhkaos_hubcovid","1590261935472","scarrascov","DatoOficial","6663394"
"4580","29","29","Málaga","null","null","1589406300000","05/14/2020 02:00:01","3919","273","null","1","Andalucía","11421000534.4883","682122.356140235","2098","1589457600000","null","null","1455","null","null","166","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/236054.html","81","null","651f4075-53be-4be4-8a2f-9c675a894eac","1589472216180","hhkaos_hubcovid","1589495097088","Laura_geovoluntaria","DatoOficial","1661785"
"4581","30","30","Murcia","null","null","1589485500000","05/14/2020 02:00:01","2477","143","45","14","Región de Murcia","18247305092.7238","823522.734893028","2043","1589414401000","null","300","37","263","null","12","null","null","https://experience.arcgis.com/experience/fe1595b8b8fc4a5cb357393e8f62c0d7","40","null","9b87238e-4496-49f2-b344-d0238d9bf5e4","1589472216180","hhkaos_hubcovid","1591717448388","JsoVoluntario","DatoOficial","1493898"
"4582","31","31","Navarra","null","null","1589399100000","05/14/2020 02:00:01","7891","340","103","15","Comunidad Foral de Navarra","19290794014.5182","1035661.05485522","null","1589473800000","null","3993","110","3883","3","21","867","null","https://gobiernoabierto.navarra.es/es/coronavirus/evolucion/datos-covid-19-general","139","null","6b0713fc-bf62-449b-a6c9-4aad64ca1d44","1589472216180","hhkaos_hubcovid","1589975636715","Laura_geovoluntaria","DatoOficial","654214"
"4583","32","32","Ourense","null","null","1589395500000","05/14/2020 02:00:01","321","100","null","12","Galicia","13264160827.6702","756880.420274982","null","1589450400000","null","null","null","null","null","null","null","null","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idNova=10421&idioma=ga","null","CC: Fuente Oficial, Fallecidos --> https://afondo.farodevigo.es/galicia/el-mapa-del-coronavirus-en-galicia.html","513c340e-33a3-41c4-b2b5-581c0b53d690","1589472216180","hhkaos_hubcovid","1590256717477","scarrascov","DatosHibridos","307651"
"4584","33","33","Asturias","null","null","1589399100000","05/14/2020 02:00:01","3266","308","null","3","Principado de Asturias","20016196685.8926","997004.555159566","1046","1589414401000","null","1912","73","null","null","24","null","null","https://coronavirus.asturias.es/","14","CONTAGIOS TOTALES TEST PCR Y ANTICUERPOS","52433a46-551a-415a-b34b-0e68e0fe49de","1589472216180","hhkaos_hubcovid","1590096932332","Laura_geovoluntaria","DatoOficial","1022800"
"4585","34","34","Palencia","null","null","1589455800000","05/14/2020 02:00:01","1185","80","2","7","Castilla y León","14761449905.1394","912469.900487071","null","1589414401000","null","781","16","null","null","7","125","3619","Consejería de Sanidad. Junta de Castilla y León.","9","null","fde546be-7f7a-4a92-8ae6-783b8ac2b2eb","1589472216180","hhkaos_hubcovid","1589542228928","alvarospm_covid19","DatoOficial","160980"
"4586","35","35","Palmas, Las","null","null","1589399100000","05/14/2020 02:00:01","null","null","null","5","Canarias","5250080875.60059","720670.346522908","null","1589470200000","null","null","null","null","null","null","null","null","null","null","No han proporcionado datos del día 13 de Mayo 2020, a fecha 14 de Mayo 2020","42cd24b9-45fd-40b9-aca2-863d3e875f37","1589472216180","hhkaos_hubcovid","1590089543549","Laura_geovoluntaria","DatoOficial","1120406"
"4587","36","36","Pontevedra","null","null","1589395500000","05/14/2020 02:00:01","620","107","null","12","Galicia","8247232678.68115","859724.935392155","null","1589450400000","null","null","null","null","null","null","null","null","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idNova=10421&idioma=ga","null","CC: Fuente Oficial, Fallecidos --> https://afondo.farodevigo.es/galicia/el-mapa-del-coronavirus-en-galicia.html","006be28c-1dae-48c3-bf50-818988b35c87","1589472216180","hhkaos_hubcovid","1590255490781","scarrascov","DatosHibridos","942665"
"4588","37","37","Salamanca","null","null","1589455800000","05/14/2020 02:00:01","4124","354","10","7","Castilla y León","21574825477.1384","886047.450189502","null","1589414401000","null","2603","61","null","null","16","423","10857","Consejería de Sanidad. Junta de Castilla y León.","6","null","fb93d60c-a0c5-49cf-b305-aa34b369929c","1589472216180","hhkaos_hubcovid","1589542229235","alvarospm_covid19","DatoOficial","330119"
"4589","38","38","Santa Cruz de Tenerife","null","null","1589399100000","05/14/2020 02:00:01","null","null","null","5","Canarias","4370867925.43555","603715.0446569","null","1589470200000","null","null","null","null","null","null","null","null","null","null","No han proporcionado datos del día 13 de Mayo 2020, a fecha 14 de Mayo 2020","32d55e2b-b171-4457-8bd8-56fba37e91c5","1589472216180","hhkaos_hubcovid","1590089546258","Laura_geovoluntaria","DatoOficial","1032983"
"4590","39","39","Cantabria","null","null","1589399100000","05/14/2020 02:00:01","2739","205","null","6","Cantabria","10023924751.6238","868892.439767727","2110","1589414401000","null","424","23","401","null","2","432","null","https://cnecovid.isciii.es/covid19/; https://www.eldiariomontanes.es/","6","POSITIVOS TES PCR: 2256 | NUEVOS CONTAGIOS TEST PCR:0","69b4e422-3635-4cd2-89a0-989c00646ada","1589472216180","hhkaos_hubcovid","1590224052393","inmapg","DatosHibridos","581078"
"4591","40","40","Segovia","null","null","1589455800000","05/14/2020 02:00:01","3398","200","7","7","Castilla y León","12230053388.2792","643652.579788996","null","1589414401000","null","2341","42","null","null","3","321","6645","Consejería de Sanidad. Junta de Castilla y León.","19","null","e8018c34-0743-4591-b04e-1d6f09e0e2bb","1589472216180","hhkaos_hubcovid","1589542231882","alvarospm_covid19","DatoOficial","153129"
"4592","41","41","Sevilla","null","null","1589406300000","05/14/2020 02:00:01","2895","273","null","1","Andalucía","22303263242.8965","1037151.2255823","1711","1589457600000","null","null","1191","null","null","148","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/236054.html","27","null","0fb43982-0e66-4b0f-ad95-7e0647d437d7","1589472216180","hhkaos_hubcovid","1589495100511","Laura_geovoluntaria","DatoOficial","1942389"
"4593","42","42","Soria","null","null","1589455800000","05/14/2020 02:00:01","2276","119","1","7","Castilla y León","18458198763.238","850306.772810997","null","1589414401000","null","1767","23","null","null","7","180","3777","Consejería de Sanidad. Junta de Castilla y León.","6","null","6087a324-ce19-4b4f-a39b-70e9f0ded81e","1589472216180","hhkaos_hubcovid","1589542236818","alvarospm_covid19","DatoOficial","88636"
"4594","43","43","Tarragona","null","null","1589403600000","05/14/2020 02:00:01","2226","408","14","9","Cataluña","11105390692.9943","794492.586704244","null","1589403600000","null","null","null","null","null","null","null","14611","https://govern.cat/salapremsa/notes-premsa/385166/comunicat-del-departament-salut","27","null","13283bab-c4bd-47c3-b719-ff3d5ff46973","1589472216180","hhkaos_hubcovid","1589918228580","Javi_Gonzalez","null","804664"
"4595","44","44","Teruel","null","null","1589399100000","05/14/2020 02:00:01","643","83","null","2","Aragón","25763161230.5525","1093244.35067905","354","1589414401000","null","197","null","null","2","null","132","null","https://opendata.aragon.es/datos/catalogo/dataset/publicaciones-y-anuncios-relacionados-con-el-coronavirus-en-aragon","6","null","d7d85c7e-b088-4d14-80b6-86818a6dfe59","1589472216180","hhkaos_hubcovid","1590090880569","maria.96","DatoOficial","134137"
"4596","45","45","Toledo","null","null","1589399100000","05/14/2020 02:00:01","3831","746","null","8","Castilla-La Mancha","26062408685.5862","1170191.39004263","1929","1589414401000","null","null","167","null","null","null","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/17-nuevos-casos-confirmados-444-hospitalizados-y-17-fallecidos","3","no se facilita el nº UCI por provincia","edaf8d33-dcff-407c-b092-7c827eab874f","1589472216180","hhkaos_hubcovid","1590483005587","lauluol1","DatoOficial","694844"
"4597","46","46","València/Valencia","València","ValénciaValencia","1589402700000","05/14/2020 02:00:01","null","null","null","10","Comunitat Valenciana","18109383103.8959","922452.889088479","null","1589414401000","null","null","null","null","null","null","null","null","null","null","null","c5c58282-8d9b-4f4e-ada2-26e3b0cdada6","1589472216180","hhkaos_hubcovid","1590072105522","Laura_geovoluntaria","null","2565124"
"4598","47","47","Valladolid","null","null","1589455800000","05/14/2020 02:00:01","4322","354","9","7","Castilla y León","14530114765.1125","922296.628606044","null","1589414401000","null","2430","107","null","null","27","403","11758","Consejería de Sanidad. Junta de Castilla y León.","4","null","49206ba2-0b86-4b73-b838-19d08b30e0db","1589472216180","hhkaos_hubcovid","1589542239710","alvarospm_covid19","DatoOficial","519546"
"4599","48","48","Bizkaia","null","null","1589367600000","05/14/2020 02:00:01","10332","815","26","16","País Vasco","4161208808.04797","511246.606873087","null","1589454000000","null","null","243","null","null","44","null","null","https://www.irekia.euskadi.eus/es/news/61749-actualizacion-datos-covid-euskadi , http://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/13_mayo_Boletin.pdf","114","null","5c6eac7a-9fef-4de8-9a00-64bbf04d0784","1589472216180","hhkaos_hubcovid","1589555756560","Cris-Aguera","DatoOficial","1152651"
"4600","49","49","Zamora","null","null","1589455800000","05/14/2020 02:00:01","927","85","3","7","Castilla y León","18979218653.3557","959574.045441726","null","1589414401000","null","525","24","null","null","5","49","2881","Consejería de Sanidad. Junta de Castilla y León.","47","null","56f08375-2b16-4754-8e73-4cbee969068f","1589472216180","hhkaos_hubcovid","1589542241491","alvarospm_covid19","DatoOficial","172539"
"4601","50","50","Zaragoza","null","null","1589399100000","05/14/2020 02:00:01","5125","653","null","2","Aragón","30938162399.6924","1504146.11095373","2618","1589414401000","null","1854","null","null","9","null","674","null","https://opendata.aragon.es/datos/catalogo/dataset/publicaciones-y-anuncios-relacionados-con-el-coronavirus-en-aragon","56","null","0b0e3f6f-8bbe-46d2-873a-475852309ca9","1589472216180","hhkaos_hubcovid","1590087609628","maria.96","DatoOficial","964693"
"4602","51","51","Ceuta","null","null","1589399100000","05/14/2020 02:00:01","175","4","null","18","Ceuta","29814322.432373","31521.3417074332","160","1589482800000","null","null","11","null","null","4","null","null","https://cnecovid.isciii.es/covid19/#documentaci%C3%B3n-y-datos","null","null","3e421b52-4c53-4e6e-b2fa-2ced0f17cdf9","1589472216180","hhkaos_hubcovid","1590088693243","Laura_geovoluntaria","DatoOficial","84777"
"4603","52","52","Melilla","null","null","1589399100000","05/14/2020 02:00:01","132","2","null","19","Melilla","20086088.0983887","22527.207683034","119","1589482800000","null","null","44","null","null","3","null","null","https://cnecovid.isciii.es/covid19/#documentaci%C3%B3n-y-datos","null","null","e4146012-9809-468d-b197-680e07cb79ae","1589472216180","hhkaos_hubcovid","1590090611978","Laura_geovoluntaria","DatoOficial","86487"
"4604","1","1","Araba/Álava","Araba","Álava","1589454000000","05/15/2020 02:00:01","4877","356","4","16","País Vasco","5557534465.06885","846248.046485937","null","1589540400000","null","null","null","null","null","9","null","null","http://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/15_mayo_Datos_Asistenciales.pdf","9","https://www.irekia.euskadi.eus/es/news/61734-departamento-salud-pone-marcha-plan-vigilancia-control-para-fase-desescalada-que-contempla-una-prueba-pcr-todas-las-personas-con-sintomas-compatibles-con-covid","5c22317c-80e3-4d0b-91ef-501c226ced3a","1589507768533","hhkaos_hubcovid","1589628486070","Cris-Aguera","DatoOficial","331549"
"4605","2","2","Albacete","null","null","1589485500000","05/15/2020 02:00:01","3764","508","null","8","Castilla-La Mancha","24626682938.0562","942989.503251293","1370","1589500801000","null","null","77","null","null","22","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/50-hospitalizados-menos-y-50-altas-epidemiologicas-mas-en-las-ultimas","8","null","98ad8591-dc06-4acd-a2f7-3079b0a89b27","1589507768533","hhkaos_hubcovid","1590482658681","lauluol1","DatoOficial","388167"
"4606","3","3","Alacant/Alicante","Alacant","Alicante","1589492700000","05/15/2020 02:00:01","3768","480","156","10","Comunitat Valenciana","9504805442.43113","608315.06438318","null","1589544000000","null","null","115","null","null","34","null","null","https://coronavirus.valencia.es/","3","null","41ef232d-878b-46a2-a66e-9e04bc657c2c","1589507768533","hhkaos_hubcovid","1589556145984","Laura_geovoluntaria","DatoOficial","1858683"
"4607","4","4","Almería","null","null","1589492700000","05/15/2020 02:00:01","695","50","null","1","Andalucía","13853080471.8989","678900.156869268","452","1589500801000","null","null","218","null","null","39","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/236128.html","18","null","fa8a4933-0374-4341-bf8c-9bfe19c60623","1589507768533","hhkaos_hubcovid","1589562250128","Laura_geovoluntaria","DatoOficial","716820"
"4608","5","5","Ávila","null","null","1589542200000","05/15/2020 02:00:01","1917","133","5","7","Castilla y León","13966110337.1309","767153.038310992","null","1589500801000","null","1166","20","null","null","6","238","4992","Consejería de Sanidad. Junta de Castilla y León.","17","null","5900acfa-6d2a-425f-82b7-fc05a93702c1","1589507768533","hhkaos_hubcovid","1589545700379","alvarospm_covid19","DatoOficial","157640"
"4609","6","6","Badajoz","null","null","1589482800000","05/15/2020 02:00:01","960","92","11","11","Extremadura","35804468650.6367","1353969.39902511","1082","1589500801000","null","null","28","null","null","6","null","null","http://www.juntaex.es/comunicacion/noticia?idPub=30305#.Xr6YSW5uLIU","7","null","1c2ab431-ae25-4233-b384-def006758ef9","1589507768533","hhkaos_hubcovid","1589550542177","OscarSesmiloVolun","DatoOficial","673559"
"4610","7","7","Balears, Illes","null","null","1589492700000","05/15/2020 02:00:01","1967","216","null","4","Illes Balears","8396295538.42914","1186368.8299276","1513","1589540400000","null","238","196","null","null","39","70","null","http://www.caib.es/pidip2front/jsp/adjunto?codi=2433850&idioma=ca","9","null","41b53ad7-6ca4-48e4-a5a1-1d0910b9efc2","1589507768533","hhkaos_hubcovid","1589557365703","gabgarcies14","DatoOficial","1149460"
"4611","8","8","Barcelona","null","null","1589490000000","05/15/2020 02:00:01","51818","10077","119","9","Cataluña","13889015385.535","922247.463519101","null","1589490000000","null","null","null","null","null","null","null","142952","https://govern.cat/salapremsa/notes-premsa/385189/comunicat-del-departament-salut","857","null","5a618bca-0950-4845-87e3-8edbb391e8e6","1589507768533","hhkaos_hubcovid","1589917660765","Javi_Gonzalez","DatoOficial","5664579"
"4612","9","9","Burgos","null","null","1589542200000","05/15/2020 02:00:01","2730","205","6","7","Castilla y León","26201925122.7522","1431764.70447321","null","1589500801000","null","1628","36","null","null","14","225","9257","Consejería de Sanidad. Junta de Castilla y León.","9","null","3440e156-989c-4ae7-b4f6-d99a33143fc1","1589507768533","hhkaos_hubcovid","1589545708590","alvarospm_covid19","DatoOficial","356958"
"4613","10","10","Cáceres","null","null","1589482800000","05/15/2020 02:00:01","1975","402","100","11","Extremadura","33617523905.4158","1186573.02707819","1505","1589533200000","null","null","79","null","null","3","null","null","http://www.juntaex.es/comunicacion/noticia?idPub=30305#.Xr6YSW5uLIU","4","null","e0ca482e-4ffe-4246-889e-1d4dde9171eb","1589507768533","hhkaos_hubcovid","1590083214337","OscarSesmiloVolun","DatoOficial","394151"
"4614","11","11","Cádiz","null","null","1589485500000","05/15/2020 02:00:01","1480","142","null","1","Andalucía","11545625275.0903","770113.092820534","517","1589500801000","null","null","566","null","null","79","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/236128.html","3","null","76343468-dc42-41c4-b2c5-ea89cdbadaaa","1589507768533","hhkaos_hubcovid","1590486553341","Laura_geovoluntaria","DatoOficial","1240155"
"4615","12","12","Castelló/Castellón","Castelló","Castellón","1589492700000","05/15/2020 02:00:01","1475","206","68","10","Comunitat Valenciana","11394722309.5724","612719.670864396","null","1589544000000","null","null","35","null","null","5","null","null","https://coronavirus.valencia.es/","6","null","af6f5b1d-95ae-4282-bb64-1bd710d5693a","1589507768533","hhkaos_hubcovid","1589555433710","Laura_geovoluntaria","DatoOficial","579962"
"4616","13","13","Ciudad Real","null","null","1589485500000","05/15/2020 02:00:01","6428","1055","null","8","Castilla-La Mancha","32786265219.4421","1159918.20094657","2002","1589500801000","null","null","124","null","null","40","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/50-hospitalizados-menos-y-50-altas-epidemiologicas-mas-en-las-ultimas","14","null","39b02599-8f23-4fb2-aaf0-8942cc999168","1589507768533","hhkaos_hubcovid","1590482662696","lauluol1","DatoOficial","495761"
"4617","14","14","Córdoba","null","null","1589492700000","05/15/2020 02:00:01","1682","105","null","1","Andalucía","22209274302.7295","933246.404021297","1331","1589500801000","null","null","551","null","null","74","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/236128.html","26","null","33b97f0c-ae88-48c7-b7e5-a1d98ef6b696","1589507768533","hhkaos_hubcovid","1589562254146","Laura_geovoluntaria","DatoOficial","782979"
"4618","15","15","Coruña, A","null","null","1589485500000","05/15/2020 02:00:01","981","237","null","12","Galicia","14932068954.1079","1237469.9321263","null","1589536800000","null","null","null","null","null","null","null","null","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idNova=10423&idioma=ga","null","CC: Fuente Oficial, Fallecidos --> https://afondo.farodevigo.es/galicia/el-mapa-del-coronavirus-en-galicia.html","9429a9da-5d5f-482c-b131-b4e6f27f685f","1589507768533","hhkaos_hubcovid","1590236734824","scarrascov","DatosHibridos","1119596"
"4619","16","16","Cuenca","null","null","1589485500000","05/15/2020 02:00:01","1216","305","null","8","Castilla-La Mancha","29155941925.6608","947414.037079268","592","1589500801000","null","null","8","null","null","3","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/50-hospitalizados-menos-y-50-altas-epidemiologicas-mas-en-las-ultimas","2","null","b01a4890-9c83-4e6f-bfe7-69ef82f29dae","1589507768533","hhkaos_hubcovid","1590482667821","lauluol1","DatoOficial","196329"
"4620","17","17","Girona","null","null","1589490000000","05/15/2020 02:00:01","6137","719","39","9","Cataluña","10750512244.9896","868204.066558087","null","1589490000000","null","null","null","null","null","null","null","23197","https://govern.cat/salapremsa/notes-premsa/385189/comunicat-del-departament-salut","43","null","4f5dccdb-5da2-4d6e-8bed-0e271c4c6670","1589507768533","hhkaos_hubcovid","1589924289693","Javi_Gonzalez","DatoOficial","771044"
"4621","18","18","Granada","null","null","1589492700000","05/15/2020 02:00:01","3033","278","null","1","Andalucía","20027459992.5612","832776.813843409","2480","1589500801000","null","null","1184","null","null","132","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/236128.html","68","null","f75ace85-611a-4e01-ad7a-64d918b8686f","1589507768533","hhkaos_hubcovid","1589562256022","Laura_geovoluntaria","DatoOficial","914678"
"4622","19","19","Guadalajara","null","null","1589485500000","05/15/2020 02:00:01","1259","250","null","8","Castilla-La Mancha","21342453477.4424","1014990.58280066","368","1589500801000","null","null","38","null","null","5","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/50-hospitalizados-menos-y-50-altas-epidemiologicas-mas-en-las-ultimas","4","null","1784e443-6dde-46f7-82f1-81ad11339ad2","1589507768533","hhkaos_hubcovid","1590482674047","lauluol1","DatoOficial","257762"
"4623","20","20","Gipuzkoa","null","null","1589454000000","05/15/2020 02:00:01","3118","283","8","16","País Vasco","3757070367.26361","384948.138311604","null","1589540400000","null","null","null","null","null","7","null","null","http://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/15_mayo_Datos_Asistenciales.pdf","2","https://www.irekia.euskadi.eus/es/news/61734-departamento-salud-pone-marcha-plan-vigilancia-control-para-fase-desescalada-que-contempla-una-prueba-pcr-todas-las-personas-con-sintomas-compatibles-con-covid","190e5839-6f20-4aa5-a632-64330d67124d","1589507768533","hhkaos_hubcovid","1589628641156","Cris-Aguera","null","723576"
"4624","21","21","Huelva","null","null","1589492700000","05/15/2020 02:00:01","520","48","null","1","Andalucía","16155956867.01","749398.555465288","344","1589500801000","null","null","219","null","null","30","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/236128.html","10","null","18b93371-6cb6-4372-a925-062610c05b1f","1589507768533","hhkaos_hubcovid","1589562258849","Laura_geovoluntaria","DatoOficial","521870"
